StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q162	Q1	Q2	Q2_1_TEXT	Q3	Q4	Q4_1_TEXT	Q5	Q6	Q7	Q7_7_TEXT	Q8	Q8_10_TEXT	6.2	6.3	6.4	Q48	Q50	Q52	Q54	Q54_7_TEXT	Q131	Q131_7_TEXT	Q56	6.5	6.6	Q58	Q131	Q62	Q64	Q64_7_TEXT	Q116	Q116_7_TEXT	Q66	6.7	6.8	Q68	Q70	Q72	Q74	Q74_7_TEXT	Q117	Q117_7_TEXT	Q76	6.9	6.1	Q78	Q80	Q82	Q84	Q84_7_TEXT	Q118	Q118_7_TEXT	Q86	6.11	6.12	Q88	Q90	Q92	Q94	Q94_7_TEXT	Q119	Q119_7_TEXT	Q96	6.13	6.14	Q98	Q100	Q102	Q104	Q104_7_TEXT	Q120	Q120_7_TEXT	Q106	6.15	6.16	Q108	Q110	Q112	Q114	Q114_7_TEXT	Q121	Q121_7_TEXT	Q116	6.17	6.18_1	Q133_1	Q133_2	Q118	Q120	Q122	Q122_7_TEXT	Q122	Q122_7_TEXT	Q124	6.19	Q126	Q128	Q130	Q132	Q132_7_TEXT	Q123	Q123_7_TEXT	Q134	6.2	6.21	Q136	Q138	Q140	Q142	Q142_7_TEXT	Q124	Q124_7_TEXT	Q144	6.22	6.23	6.24	Q146	Q148	Q150	Q152	Q152_7_TEXT	Q125	Q125_7_TEXT	Q154	6.25	6.26	Q155	Q156	Q157	Q158	Q158_7_TEXT	Q126	Q126_7_TEXT	Q159	6.27	6.28	Q160	Q161	Q162	Q163	Q163_7_TEXT	Q127	Q127_7_TEXT	Q164	6.29	6.3	Q165	Q166	Q167	Q168	Q168_7_TEXT	Q128	Q128_7_TEXT	Q169	6.31	6.32	Q170	Q171	Q172	Q173	Q173_7_TEXT	Q129	Q129_7_TEXT	Q174	6.33	6.34	Q175	Q176	Q177	Q178	Q178_7_TEXT	Q130	Q130_7_TEXT	Q179	Q2_1	Q2_2	Q2_3	Q2_4	Q2_5	Q2_6	Q2_7	Q2_8	Q3_1	Q3_2	Q3_3	Q3_4	Q3_5	Q3_6	Q3_7	Q3_8	Q6_1	Q6_2	Q6_3	Q6_4	Q6_5	Q7_1	Q7_2	Q7_3	Q7_4	Q7_5	Q7_6	Q7_7	Q7_8	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Comments	MTurkCode	MID	Excluded	Enter Embedded Data Field Name Here...	SNI_Ex_Family_Roles	SNI_Ex_Family_Count	SNI_Ex_Work_Count	SNI_Ex_Group_Count	SNI_Ex_Family_Roles_Ex	SNI_Ex_Family_Count_Ex	SNI_Ex_Work_Count_Ex	SNI_Ex_Group_Count_Ex	SNI_Ex_Embed_Work	SNI_Ex_Embed_Work_Ex	SNI_Ex_Embed_Family	SNI_Ex_Embed_Family_Ex	SNI_Ex_Embed_Group	SNI_Ex_Embed_Group_Ex	SNI_Ex_Network_Diversity	SNI_Ex_People_Count	SNI_Ex_Embed_Networks	SNI_Ex_Network_Diversity_allComm	SNI_Ex_People_Count_allComm	SNI_Ex_Embed_Networks_allComm	SNI_Ex_Emotion_Support_R	SNI_Ex_Physical_Support_R	SNI_Ex_Info_Support_R	SNI_Ex_Appraisal_Support_R	SNI_Ex_Companion_Support_R	SNI_Ex_Emotion_Support_G	SNI_Ex_Physical_Support_G	SNI_Ex_Info_Support_G	SNI_Ex_Appraisal_Support_G	SNI_Ex_Companion_Support_G	SNI_Ex_Face2Face	SNI_Ex_Text	SNI_Ex_Phone_Voice	SNI_Ex_Email	SNI_Ex_Social_Media	SNI_Ex_Gaming	SNI_Ex_Touch	SNI_Ex_Child_Date	SNI_Ex_Parent_Date	SNI_Ex_In_Law_Date	SNI_Ex_Family_Date	SNI_Ex_Friend_Date	SNI_Ex_Church_Date	SNI_Ex_School_Date	SNI_Ex_Work_Date	SNI_Ex_Neighbor_Date	SNI_Ex_Volunteer_Date	SNI_Ex_Group1_Date	SNI_Ex_Group2_Date	SNI_Ex_Group3_Date	SNI_Ex_Group4_Date	SNI_Ex_Group5_Date	NIHTB_Emotional_Support	NIHTB_Friendship	NIHTB_Loneliness	NIHTB_Instrumental_Support	NIHTB_Perceived_Hostility	NIHTB_Perceived_Rejection
8/15/17 15:58	8/15/17 15:59	0	67.158.18.207	100	11	1	8/15/17 15:59	R_xFtdpGvAJdTiASJ					44.12089539	-103.1977997	anonymous	EN	A2196WCNDZULFS																																																																																																																																																																																																																													57003081	A2196WCNDZULFS	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"																																																											
8/15/17 15:58	8/15/17 16:15	0	172.112.216.130	100	1034	1	8/15/17 16:15	R_Wxo4nKHjzA0iGLn					33.71099854	-118.0438004	anonymous	EN	ALXPSP9WFSRST	1	1	50	50	2		2	2	5		3		1	2	2	2	8/14/17	"1,2,5"	6		"4,6"		2	3	2	2	8/5/17	5	6		6		2	3	1	1	8/11/17	"1,5"	6		6		2	3	3	3	8/10/17	"1,5"	6		6		2	4	2	2	8/7/17	"1,5"	"4,6"		6		2	2										2										1	8	8	8	8/15/17	"1,2,3"	4		4		2	4	4	8/14/17	1	4		4		2	2										1																																																													4	4	4	4	4	4	4	4	3	3	4	4	3	3	3	3	1	1	1	1	1	4	4	4	4	4	4	4	4	3	2	3	3	3	4	3	2	2	2	2	2	2	2	2	2		94982009	ALXPSP9WFSRST	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		4	5	7	0	4	5	7	0	1	1	1	1	0	0	7	16	2	7	16	2	0	0	3	0	5	0	0	3	0	5	6	2	1	0	5	0	0	8/14/17	8/5/17	8/11/17	8/10/17	8/7/17			8/15/17	8/14/17							32	26	5	32	23	16
8/15/17 16:09	8/15/17 16:16	0	68.45.38.74	100	410	1	8/15/17 16:16	R_Cldjovr4qbytsPL					39.08360291	-86.43209839	anonymous	EN	A3KRZCW1TPIBY6	1	1	34	34	1	Bipolar Disorder	2	2	5		3		4	1										1																				2	2	2	8/14/17	"1,2,3"	"3,6"		"2,6"		2	8	8	8	8/15/17	"1,2,5,6,7"	"2,3,4,6"		"2,3,4,6"		2	2										2										1	1	1	1	8/3/17	1	7	none	7	none	2	1	1								2										1																																																													4	4	4	4	4	4	3	3	3	3	3	4	4	3	3	4	3	2	2	2	3	1	3	1	3	3	4	3	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	2	1		10774652	A3KRZCW1TPIBY6	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	8	1	2	8	1	1	2	1	0	2	2	1	1	0	2	3	2	1	0	1	1	1				8/14/17	8/15/17			8/3/17								30	27	12	19	10	13
8/15/17 16:11	8/15/17 16:33	0	73.140.28.34	100	1284	1	8/15/17 16:33	R_1rlHKS8Uzw7lfMl					47.39089966	-122.2637024	anonymous	EN	A3RAQZNM5V6A2M	1	1	34	34	2		2	2	5		2		1	1										3	1	1	5/7/17	8					2	2	1	1	7/4/13	8					2	1										1										2										2										2											1	1								2										1																																																													3	4	4	4	4	4	3	3	1	1	4	2	1	1	3	3	2	1	3	3	2	4	2	4	4	4	4	3	4	3	3	2	3	3	3	3	3	2	3	2	3	3	2	2	3		97638070	A3RAQZNM5V6A2M	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5/7/17	7/4/13													29	16	11	29	23	20
8/15/17 16:31	8/15/17 16:40	0	198.37.243.20	100	527	1	8/15/17 16:40	R_1RGlJ3IdV3QXY2t					38.25320435	-84.55239868	anonymous	EN	AVJUIF9QHQRY8	1	1	33	33	2		1	2	4		5		1	3	3	3	8/15/17	"1,7"	"4,6"		"2,3,4,5,6"		2	3	1	1	8/1/17	"2,3"	6		"2,4,5"		2	3	1	1	12/1/16	2	4		4		3	2	2	2	8/14/17	"2,3"	6		"2,4,6"		1	4	2	2	8/10/17	"2,4"	4		4		3	2										2										1	1	8	8	8/15/17	"1,4"	"4,5"		4		2	2	2	8/11/17	1	4		4		2	2										2	PTA	1	1	8/4/17	4	4		4		2																																																			4	5	4	4	4	4	4	5	4	4	4	4	4	4	4	4	1	1	1	2	2	4	3	5	4	4	4	4	4	3	2	2	2	3	1	2	1	2	2	2	2	2	2	2	2		41497929	AVJUIF9QHQRY8	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		3	4	7	0	3	4	7	0	1	1	1	1	0	0	7	13	2	6	13	2	0	0	6	2	3	3	1	8	2	2	3	4	2	3	0	0	1	8/15/17	8/1/17	12/1/16	8/14/17	8/10/17			8/15/17	8/11/17		8/4/17					34	32	7	32	16	16
8/15/17 16:43	8/15/17 16:53	0	96.61.153.153	100	603	1	8/15/17 16:53	R_22E8z0m0VcME88X					36.17179871	-86.49040222	anonymous	EN	ASI2B6A3Y556Z	1	1	37	37	2		1	2	5		5		1	6	6	6	8/15/17	"1,7"	"2,3,6"		"2,3,4,5,6"		2	3	3	3	8/13/17	"2,3"	6		6		2	3	2	2	8/15/17	"1,2,7"	"2,3,4,6"		"2,3,4,6"		1	4	3	3	8/15/17	"1,2,3"	"2,3,4,6"		"2,4,6"		2	2	1	2	8/15/17	2	"2,4,6"		"2,4,6"		2	1	1	1	8/10/17	1	4		6		2	2										2											1	1								2										1																																																													4	4	4	4	4	4	4	4	3	1	2	2	1	1	3	1	3	3	2	2	2	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	1	1	1		20837927	ASI2B6A3Y556Z	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		5	11	0	0	5	11	0	0	0	0	1	1	0	0	5	11	1	6	12	1	4	3	4	1	5	4	2	4	1	6	4	4	2	0	0	0	2	8/15/17	8/13/17	8/15/17	8/15/17	8/15/17	8/10/17										32	14	12	26	22	9
8/15/17 17:11	8/15/17 17:18	0	73.242.236.97	100	428	1	8/15/17 17:18	R_Za7EsuET3eAeIlX					35.10299683	-106.6713028	anonymous	EN	ADQ5G2XTCJBVY	1	1	33	33	2		1	2	5		5		1	3	3	3	8/15/17	"1,6,7"	"2,3,4,6"		"2,3,4,5,6"		2	3	2	2	8/6/17	"2,5"	"2,4"		2		2	2	1	1	6/5/17	"1,2"	7	none	7	none	2	1										2	2	2	8/10/17	5	4		4		2	2										2										1	1	3	3	8/15/17	5	4		4		2	1	1								2										1																																																													4	4	4	4	4	4	4	4	2	2	3	2	2	3	3	2	3	3	3	3	3	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2		99725424	ADQ5G2XTCJBVY	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		3	4	2	0	3	4	2	0	0	0	1	1	0	0	5	7	1	5	7	1	2	1	4	1	1	2	1	3	1	1	2	2	0	0	3	1	1	8/15/17	8/6/17	6/5/17		8/10/17			8/15/17								32	19	15	32	16	17
8/15/17 17:44	8/15/17 17:50	0	108.195.92.66	100	349	1	8/15/17 17:50	R_yWRfQM6dcijnh1n					34.49159241	-82.61579895	anonymous	EN	A1K8QNLYYYX21W	1	1	28	28	2		2	2	5		5		1	3	4	4	8/14/17	"1,2,3"	"2,3,4"		"2,3"		2	2	2	2	8/10/17	"2,3"	"2,4"		3		2	2	2	2	8/1/17	3	"2,3,4"		3		2	3	2	3	8/9/17	"2,4"	"2,4"		"2,3"		2	2	2	2	8/8/17	1	"2,5,6"		"3,5,6"		1	2										2										1	8	6	7	8/11/17	"1,2"	"2,4"		2		2	3	3	8/9/17	1	5		5		2	2										1																																																													3	3	4	5	4	4	3	4	2	4	4	5	4	4	5	4	1	2	1	2	1	3	4	4	5	4	3	4	4	2	2	1	2	2	3	2	1	1	4	2	3	3	4	3	2		24035008	A1K8QNLYYYX21W	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		5	7	5	0	5	8	6	0	1	1	1	1	0	0	8	15	2	8	17	2	6	2	5	2	1	3	5	0	2	1	4	4	3	1	0	0	0	8/14/17	8/10/17	8/1/17	8/9/17	8/8/17			8/11/17	8/9/17							30	32	7	31	15	22
8/15/17 18:17	8/15/17 18:30	0	50.33.243.85	100	819	1	8/15/17 18:30	R_3MrDPPb5ed9aTnV					42.65420532	-84.1765976	anonymous	EN	A2W8ZODKKQ7RYP	1	1	48	48	2		1	2	5		5		4	3	3	3	8/15/17	"1,2,3,4,5,6"	"2,4,6"		"2,3,4,5,6"		2	1																				3	3	3	8/13/17	"2,3,4,5"	6		"2,4,6"		2	5	5	5	8/15/17	"1,2,3,4,5"	"2,3,4,6"		"2,3,4,6"		1	2										2										1	8	8	8	8/15/17	"1,2,4"	"3,4"		"2,3,4"		2	2	2	8/15/17	"1,3"	"2,3,6"		"2,3,4,6"		2	2										3	MS Support group	11	11	8/11/17	"1,3,4,5"	"2,4,5,6"		"2,4,6"		2	Book Club	7	7	8/9/17	"1,4,5"	"4,5,6"		"4,5,6"		2																																									3	3	3	4	3	3	4	3	3	3	3	4	2	3	3	3	3	3	4	3	3	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	3	2	3	2	3	3	3	3	3		6362211	A2W8ZODKKQ7RYP	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		2	4	7	16	2	4	7	16	1	1	0	0	1	1	6	32	3	6	32	3	4	3	5	3	6	6	4	7	2	6	6	4	5	6	5	1	0	8/15/17			8/13/17	8/15/17			8/15/17	8/15/17		8/11/17	8/9/17				26	24	16	20	17	22
8/15/17 22:21	8/15/17 22:26	0	160.3.103.85	100	289	1	8/15/17 22:26	R_1plmejFHK6oIkmy					34.66490173	-112.2939987	anonymous	EN	A2JCHN90PRUWDH	1	1	23	23	2		2	2	5		3		1	1										3	1	1	12/14/16	3	7	none	7	none	2	3	3	3	8/14/17	1	"2,3,4"		"2,3,4"		1	1										2	2	2	8/15/17	"1,2"	"2,3,4"		"2,3,4"		2	2										2										1	1	8	8	8/15/17	1	5		5		2	1	1								2										1																																																													3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		8977500	A2JCHN90PRUWDH	"A04548021K19SQXHSP0XC	, A149ROBL26JWPJ	, A150GMV1YQWWB3	, A15JXW50UYKBGP	, A19WXS1CLVLEEX	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1VC85P4XYKS4D	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2VM5D9YRFCM9W	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36E1O48KQ6OP0	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, A9HQ3E0F2AGVO	, AAASQIW3J32OL	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AVXEDARJC5HLU	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		2	3	7	0	2	3	7	0	1	1	0	0	0	0	4	11	1	4	11	1	2	2	2	1	0	2	2	2	1	0	3	1	1	0	0	0	0		12/14/16	8/14/17		8/15/17			8/15/17								24	22	15	40	24	24
